id,project_id,description,amount_usd,created_at
bf361a59-8345-4ecd-8aee-687f2968af11,b5f39c5a-3b0e-4452-821d-0e093ffb9456,Instalacion de 2  lamaparas en el patio,30,2026-04-29 19:35:19.075772+00
