id,project_id,description,amount_usd,created_at,date,reference,provider,category,quantity,unit_price_usd
03289d25-3f2b-475c-a3bb-5bc03f8855da,68703eee-e419-478d-836a-bdbf63c355ad,1 TUBO DE 100X40,35,2026-04-30 19:42:09.883099+00,2026-04-21,,POR DEFINIR,materials,1,35
193b4edd-09aa-491b-b77f-6e5bff0dd38f,68703eee-e419-478d-836a-bdbf63c355ad,FLETE FERRETERIA A VILLAS,45,2026-04-30 19:43:21.601608+00,2026-04-21,,POR DEFINIR,other,1,45
